,AAA_WB_ADM0_NA,SoL_20120119,SoL_20120401,SoL_20120701,SoL_20121001,SoL_20130101,SoL_20130401,SoL_20130701,SoL_20131001,SoL_20140101,SoL_20140401,SoL_20140701,SoL_20141001,SoL_20150101,SoL_20150401,SoL_20150701,SoL_20151001,SoL_20160101,SoL_20160401,SoL_20160701,SoL_20161001,SoL_20170101,SoL_20170401,SoL_20170701,SoL_20171001,SoL_20180101,SoL_20180401,SoL_20180701,SoL_20181001,SoL_20190101,SoL_20190401,SoL_20190701,SoL_20191001,SoL_20200101,SoL_20200401,SoL_20200701,SoL_20201001,SoL_20210101,SoL_20210401,SoL_20210701,SoL_20211001,SoL_20220101,SoL_20220401,SoL_20220701,SoL_20221001,SoL_20230101,SoL_20230401,SoL_20230701,SoL_20231001,SoL_20240101,SoL_20240401
162,Nicaragua,169392.33406835794,292810.43573594093,188591.0512244701,202082.5969079323,127795.02108481526,263735.32624799013,221398.90741047263,187355.9106354117,163172.30167502165,306706.9697172642,201398.92232450843,277982.61678889394,144398.06845715642,331750.7705709934,213902.59843707085,285542.88631117344,134698.6803270504,273496.9678892493,190918.72282981875,226651.67993298173,146282.0391833037,262719.798479408,180197.3418438137,272328.5575732887,143590.17003166676,281787.40782547,191435.4900155142,204002.26253798604,97620.3678319808,228922.7418191731,161875.74869892,201184.3197980523,80811.62098068185,290152.86929380894,189550.35449433327,229971.6859973073,147313.7692078501,257668.36752924323,235875.5101318061,250247.3067317605,181546.03176498413,281776.61993891,170192.76045837998,271320.4897417128,200268.08175376055,367937.4278703928,237554.86918359995,267569.189571321,188118.88085225224,371521.8733320832
163,Niger,1595939.721923828,2430326.7576293945,1444077.401916504,1940864.3704223635,912429.4473266602,1935719.904785156,1394738.7244262695,1796619.3868408203,1055549.4525146484,2230068.433959961,1166430.0388183594,2102142.703979492,1112111.516418457,2337246.086303711,1494293.015197754,1671874.754333496,852714.2523193359,1705737.0223388672,1233657.3639526367,1598369.7642822266,768146.2977294922,1780620.3763427734,999921.6857299804,2316870.1658935547,804801.578125,1625997.8740234375,1270168.4592285156,1332107.3425292969,391539.2309875488,1500391.2019042969,751311.7139892578,1474331.0534667969,124141.84343719482,2000065.4060058596,1298214.6575927734,1731881.9770507812,1001377.1877441406,1906791.2277832031,1533130.5802001953,1791913.0568847656,1244540.208984375,2243298.8305664062,1288706.1661376953,2248291.3399658203,1333099.9169921875,2604177.9331054688,1551005.9287109375,2453972.017883301,1444570.755859375,2374313.084472656
164,Nigeria,2712187.237930298,1780706.394221425,1504858.2335128784,1470341.27799201,2012595.521583557,2713491.6858062744,1625192.5877189636,1949375.484985352,2048743.343444824,2187130.676513672,1735174.080909729,2290454.5806274414,2200702.561126709,2329665.147911072,1849029.0202713013,2506784.8421936035,2179887.033042908,2390343.2342071533,1723834.3373851776,1953479.553516388,1678438.6814041138,2351085.611114502,1315746.1218585968,3214251.7145233154,1992316.183101654,1882540.858110428,1811503.8163909912,2052985.4501953125,1570548.8432388306,1647423.4764064848,893795.9100709558,1352702.8050500154,1463850.3554992676,2027713.357089043,1398747.9276885986,2322437.1376190186,2105681.8170318604,2120620.238143921,1733334.566810608,2032054.8011779785,2073659.661193848,2375325.231819153,1458522.534034729,2388069.552307129,1792826.1724853516,2296635.896356344,1707836.7568473816,2407576.782558441,2279584.510375977,2647210.703582764
165,Niue (N.Z.),54.40999984741211,452.3399658203125,239.4900054931641,437.6299743652344,338.3800048828125,345.16998291015625,246.16000366210932,369.75,457.8999938964844,317.9700012207031,173.91000366210938,373.0,382.219970703125,418.3800048828125,166.75999450683594,304.07000732421875,330.7200012207031,309.8999938964844,103.82999420166016,301.6000061035156,248.72000122070312,322.34002685546875,97.60000610351562,388.97998046875,298.0299987792969,280.3699951171875,149.97999572753906,332.2799987792969,255.16000366210932,261.0,104.91000366210938,220.5800018310547,202.3600006103516,492.2099914550781,205.8600006103516,341.6300048828125,358.5800170898437,451.989990234375,258.3499755859375,414.6499938964844,348.3999938964844,436.0400085449219,119.7300033569336,384.02001953125,387.0299987792969,439.3800048828125,234.8500061035156,493.7599792480469,426.989990234375,385.1900024414063
166,Norfolk Island (Aus.),45.310001373291016,69.82999420166016,35.93000030517578,47.4800033569336,42.52000045776367,81.27000427246094,43.15999984741211,41.68000030517578,30.069997787475582,48.17000198364258,24.80000114440918,46.59000015258789,21.020000457763672,62.78999710083008,26.36999893188477,29.39000129699707,22.53999900817871,52.85000228881836,24.11999893188477,28.239999771118164,28.270000457763672,53.37000274658203,19.90999984741211,38.30000305175781,30.4900016784668,54.62000274658203,17.1299991607666,15.25,3.950000047683716,33.529998779296875,13.93000030517578,18.18000030517578,5.260000228881836,78.85000610351562,48.66999816894531,41.790000915527344,37.58000183105469,69.69000244140625,36.09000015258789,40.57000350952149,41.290000915527344,66.2199935913086,33.37000274658203,37.53000259399414,40.16999816894531,80.93000030517578,44.33000183105469,50.10000228881836,40.34000015258789,68.84000396728516
167,Northern Mariana Islands (U.S.),2465.2099609375,3237.3701171875,2253.499755859375,2317.14013671875,1739.7900390625,2980.06982421875,2449.349853515625,2148.080078125,2015.9500732421875,2549.820068359375,2096.010009765625,2272.97998046875,1972.8800048828125,2535.919921875,2555.47021484375,1916.3299560546875,2329.18017578125,3026.0400390625,3066.10009765625,2797.6298828125,2608.159912109375,3172.60009765625,2926.809814453125,2886.3701171875,2495.26025390625,3318.27001953125,3094.5,2764.14990234375,2035.60009765625,3002.72021484375,3024.900390625,2932.040283203125,2529.52001953125,3650.849853515625,3475.320068359375,3074.01025390625,2805.849853515625,3722.530029296875,3370.400146484375,3168.51025390625,2820.97998046875,3371.010009765625,3111.41015625,3126.719970703125,3046.77001953125,3774.039794921875,3511.679931640625,2982.860107421875,2686.959716796875,3620.1201171875
168,Norway,6987862.220500946,5738334.368812561,572293.3671069145,3721545.040687561,5061916.288555145,4574157.185028076,0.0,2955634.1096611023,3871054.187711716,4093248.5657339096,345136.9911432266,3780444.687522888,7521106.044044495,4416993.788780212,8024.029802322388,3292316.2587356567,6197823.778671265,4605771.747600555,225760.3816757202,4009576.8461914062,4674437.829193115,4817344.89635849,819912.416387558,3122270.638324737,5077643.504360199,5055432.837280273,89173.45846557617,2655713.011669159,5391479.539348602,4741020.879396439,54453.26936149597,3294393.4263916016,3901786.354995728,3055132.471889496,410295.0823558569,3473447.68813324,5628401.687854767,4593973.088439941,0.0,3645768.890953064,6013945.545776367,5504769.689796448,0.0,3896909.811130524,5766590.477523804,4177124.436351776,224.2099952697754,4083504.394584656,6742199.312253952,4133319.98539567
169,Oman,1284700.9821472168,1521909.0884246826,1289562.3416900637,1569160.3226470947,1244374.8217163086,1462697.510787964,1354374.8037948608,1490471.873550415,1270356.744514465,1747211.9352416992,1426640.7778320312,1658182.259613037,1461286.572471619,1836499.368804932,1468902.053741455,1484135.0627822876,1355881.5681648254,1561848.0760879517,1367279.0996627808,1624161.7477798462,1409241.156425476,1752065.8674468994,1467582.042869568,1735940.4251098633,1662572.215576172,1771096.9670715332,1445822.4056854248,1665147.0190124512,1406502.4833602903,1646741.153831482,1526718.6138153076,1649703.8090820312,1232029.2567977903,1751319.9445037842,1291289.565750122,1625417.3641815186,1539165.727684021,1696358.0998840332,1392367.2161712646,1592539.4575653076,1344522.0973205566,1738027.660736084,1261635.9419708252,1547528.0921020508,1277703.483642578,1856832.2444152832,1401389.0406951904,1671366.8094024658,1542606.4123382568,1853828.0625610352
170,Pakistan,3042422.569152832,2894337.4633789062,2458985.603637696,3504395.7256469727,2263842.844909668,2671074.153442383,1933724.022521973,3080916.505004883,2478021.68069458,2754442.846069336,2082568.4767456052,3052481.8392944336,2404680.2302246094,3021274.8419189453,2118150.13873291,2509789.4486083984,2103756.0620117188,2267630.603515625,1875247.739318848,2787577.3020629883,2402573.8663024902,2433139.7641296387,2107484.461669922,3256121.9583740234,2233977.414642334,2670074.197906494,2122320.670562744,2782364.775512696,2029457.0444335935,2636801.422485352,1996608.8048095703,2744689.974609375,1739139.101409912,2834056.995788574,2313052.8395996094,2934733.969482422,2236681.301208496,3179820.784729004,2855046.218933105,3448024.5192871094,2670190.259887696,3496427.021972656,2178049.6657714844,3036399.1329345703,2857248.9372558594,3597855.4288635254,2891829.926208496,3497249.184814453,2563609.9935913086,3616253.238647461
171,Palau,519.530029296875,841.5599365234375,17.950000762939453,151.1800079345703,418.3199768066406,833.7298583984375,582.5900268554688,20.33000373840332,433.6499938964844,1026.43994140625,537.3999633789062,668.1099243164062,562.1199951171875,825.739990234375,909.3799438476562,621.9099731445312,420.7200622558594,926.2899780273438,611.7300415039062,617.5899658203125,435.419921875,1062.9300537109375,553.260009765625,662.8399658203125,463.33990478515625,1014.0700073242188,69.59000396728516,646.6701049804688,472.66998291015625,880.989990234375,697.2099609375,801.9600830078125,385.1299743652344,966.77001953125,861.6400756835938,714.4400634765625,598.2799682617188,945.4898681640624,776.4700317382812,515.7200927734375,609.260009765625,985.4898681640624,461.4299926757813,893.6400146484375,578.4100341796875,1282.47998046875,328.4200134277344,947.619873046875,742.1600952148438,1234.43994140625
172,Palmyra Atoll (U.S.),8.399999618530273,14.100000381469728,7.409999847412109,7.180000305175781,2.430000066757202,10.920000076293944,6.170000076293945,6.7300004959106445,3.7299997806549072,9.25,4.420000076293945,9.50999927520752,4.529999732971191,9.59000015258789,9.239999771118164,7.829999923706055,2.130000114440918,11.31999969482422,5.389999866485596,9.220000267028809,1.0899999141693115,12.15999984741211,3.539999961853028,7.380000114440918,1.579999923706055,10.65999984741211,9.420000076293944,5.380000114440918,0.0199999995529651,6.329999923706055,3.5300002098083496,2.379999876022339,0.7899999618530273,10.079999923706056,7.050000190734863,10.010000228881836,5.240000247955322,7.25,7.980000019073486,8.420000076293945,8.569999694824219,11.959999084472656,6.109999656677246,8.510000228881836,5.489999771118164,14.260000228881836,8.570000648498535,8.199999809265137,5.050000190734863,15.709999084472656
173,Panama,166198.04918289185,214125.2778778076,139777.31172943115,103561.18344974518,139218.1629257202,212421.4197845459,183395.6141166687,175189.6481552124,166797.46060943604,247568.6606864929,175760.37116241455,190187.56239318848,166606.88724517822,245582.56856536865,194647.28985595703,198519.75524902344,146726.61367416382,258671.80841064453,163764.13002681732,187605.42908477783,167419.36032104492,234184.6204528809,172951.8895187378,196441.72146224976,171663.44919586182,243017.7029876709,195993.0093307495,194582.47184753415,146565.37867355347,213389.9767532349,178011.16145706177,215291.45014190677,133933.0330734253,256527.50888824463,198264.57096862796,219282.3803863525,172249.0634841919,241427.18963623047,216677.89043426517,250330.9669342041,200808.0417098999,245977.8990478516,146420.3995437622,249415.47242736816,210780.0387802124,321685.2982635498,247081.7760314941,248151.133140564,208327.1516494751,307534.87295532227
174,Papua New Guinea,78352.24039053917,467575.331846714,441433.3401483297,572960.0647132397,87934.82000160217,382776.3978705406,484362.26548314095,453842.3869738579,193099.5217858851,867719.1542747021,334451.88769316673,600328.0504649878,299210.167124629,588070.7293018103,590659.5931067467,741333.6253100634,268655.76104927063,729377.7037183046,497162.28232097626,358401.0423826575,114891.06019192934,660057.2177538872,334924.97960689664,477377.720574975,197414.72734725475,829826.0390866995,548093.5884885788,482805.9451469779,153874.34878447652,344180.13506770134,351703.9333024025,387774.9408220649,149305.15004776418,718058.950835228,451529.6691149473,476799.9440674782,152774.0801731348,792075.8925635815,521999.0056604743,578795.0328713655,377798.1001348496,635560.9575595856,609198.8074945211,523118.45551097393,201842.17045205832,708679.1459274292,516472.2674844265,692921.7103431225,141251.41990336776,517783.1330668926
175,Paraguay,799880.058380127,1039499.0923461914,622604.6755065918,848071.7340087891,961638.6611785888,950559.7871551514,656920.6606369019,900677.08203125,797496.9699859619,984985.600982666,616677.28515625,1073934.8065338137,847987.1904754639,1141753.3311920166,775054.1851348877,855604.2711791992,783250.5216827393,853872.571395874,685693.552810669,865436.8227386475,829567.5062713623,873284.9634857178,685453.1244659424,1013537.8744049072,824009.5583953857,904775.0259552002,747534.8459472656,738374.0733795166,496109.6756439209,779496.7164154053,532472.6638031006,840581.444442749,602871.6025238037,1117683.421707153,884947.2652740479,1041175.4734344482,1035462.7555999756,1169663.011566162,901855.3392944336,932028.4983520508,1117995.662902832,1206563.7332000732,727453.6199188232,1108630.639892578,1173614.4661102295,1285131.1018829346,1056535.1573486328,1448677.682647705,1307656.14604187,1301260.5560150146
176,Peru,1815717.8321647644,2529319.114501953,1310442.5200500488,1582042.3847351074,1579466.5820922852,2192303.682739258,1301388.2217712402,1773571.095703125,1916517.4962768557,2757770.1868896484,1222257.9304504397,2073018.4391479488,1839572.2904052732,2432265.0451049805,1385265.026184082,2146413.5861816406,1638311.0705566406,2488254.900512696,1176653.5683288574,2115963.160888672,1586656.280334473,2291299.62979126,1079701.840057373,2379080.712280273,1957231.25390625,2895790.3111572266,1454478.153503418,2116588.3850097656,1247685.126953125,2106467.840362549,1042826.8930053712,1535073.1342163086,1088167.4201965332,2961247.4669799805,1521821.6891479492,2425310.480102539,1624156.3040771484,2882573.3470458984,1692792.7822265625,2378393.7111816406,2100286.848449707,2920204.271850586,1246371.694396973,2872072.34954834,2479007.749938965,2771270.046813965,1870678.685119629,2676400.453613281,2228266.4627990723,3465401.994995117
177,Philippines,538907.9743804932,823670.7026367188,214055.39742922783,442770.05628204346,415971.369102478,717949.0975646973,410054.20084381104,491581.3073730469,480417.6657104492,808852.4904785156,471542.9838867188,700134.2297973633,513837.91928100586,875456.8362426758,631356.1813659668,576115.5339355469,466276.7168121338,812946.4541015625,489558.55880737305,520266.2939758301,422978.8661956787,877062.0669250488,323250.52045059204,634964.6774291992,461140.6257019043,874326.5451049805,340827.0451908112,608703.7546234131,452774.8065185547,735344.7355957031,536969.0180892944,646940.0651245117,417752.3801879883,948795.2128295898,666196.0741577148,424947.7538976669,536600.5836486816,910761.431060791,719031.6134033203,713456.6650543213,683182.9377593994,912391.9776000977,709501.9966888428,795016.1641235352,731452.4098815918,1166850.2792358398,344818.6618270874,938218.1998291016,770749.5108032227,1192074.9128417969
178,Pitcairn Islands (U.K.),47.09999465942383,90.81000518798828,46.45000076293945,81.14000701904297,41.5099983215332,77.30000305175781,56.84999847412109,95.13999938964844,53.64999771118164,104.92999267578124,47.040000915527344,88.97999572753906,45.53000259399414,81.61000061035156,36.37999725341797,73.12999725341797,52.47999572753906,65.95000457763672,35.040000915527344,61.380001068115234,32.290000915527344,63.44999694824219,32.59000015258789,68.78999328613281,36.65000534057617,62.87000274658203,32.20000076293945,53.630001068115234,17.209999084472656,51.660003662109375,30.400001525878903,55.5,3.6999998092651367,82.97999572753906,65.69000244140625,62.61000061035156,49.91999816894531,78.52000427246094,49.47999954223633,55.44000244140625,54.69999694824219,77.82999420166016,30.489999771118164,81.01000213623047,63.65999603271485,77.16000366210938,62.67999649047852,86.94999694824219,64.97999572753906,77.38999938964844
